"customerCode","stockcode","approved","approvedby","DateTime","units_code","quantity","price","id","container"
"Dr511058","S.103","True","Mary","2/24/2023 9:43:00 AM","u20","4","1120.69","1078",""
"Dr561","S.103","True","Mugure","12/10/2021 7:35:00 AM","u 9","20","4741.379","476",""
"Dr510962","S.6","True","Lucybriate","2/23/2022 10:55:00 AM","u 10","200","14655.17","605",""
"Dr428","S.150","True","Rose","12/11/2021 9:54:00 AM","u 7","1","104.7414","479",""
"Dr428","S.99","False","admin","4/13/2022 10:54:00 AM","u 10","200","0","480",""
"Dr510939","S.103","True","Sarah","2/23/2023 2:13:00 PM","u 9","20","5000","1056",""
"Dr510805","S.60185","True","Rose","12/15/2021 12:05:00 PM","u20","4","991.3793","484",""
"","S.99","True","","","u20","4","1034.483","885",""
"Dr510984","S.103","True","Lucybriate","5/14/2022 8:48:00 AM","u20","4","1293.103","773",""
"Dr510985","S.9","True","Sarah","5/17/2022 7:15:00 AM","u 10","200","26000","774",""
"","S.143","True","","","u14","1","14655.17","489",""
"Dr510937","S.136","True","Lucybriate","6/20/2022 12:09:00 PM","u 8","1","400","825",""
"Dr510780","S.60166","True","Lucybriate","12/18/2021 1:28:00 PM","u20","4","900","496",""
"Dr392","S.9","True","Lucybriate","12/18/2021 3:33:00 PM","u 10","200","20689.65","503",""
"Dr510903","S.103","True","Lucybriate","12/20/2021 11:32:00 AM","u 9","20","4181.035","504",""
"Dr510986","S.60185","True","Sarah","5/19/2022 9:45:00 AM","u20","4","1551.724","775",""
"Dr471","S.6","True","Lucybriate","6/23/2022 7:31:00 AM","u 10","200","18000","837",""
"Dr510942","S.60166","True","Sarah","5/20/2022 6:07:00 AM","u 9","20","4568.965","777",""
"Dr510942","S.60166","True","Sarah","5/20/2022 6:09:00 AM","u20","4","1034.483","778",""
"Dr510778","S.6","True","Lucybriate","12/23/2021 7:54:00 AM","u 10","200","15517.24","513",""
"Dr190672","S.103","True","Lucybriate","12/24/2021 6:52:00 AM","u 9","20","4741.379","514",""
"Dr50654","S.7","True","Sarah","2/22/2023 8:55:00 AM","u 10","200","15086.21","515",""
"Dr50654","S.6","True","Lucybriate","12/27/2021 10:39:00 AM","u 10","200","15086.21","516",""
"Dr510943","S.122","True","Lucybriate","12/31/2021 10:34:00 AM","u 6","1","1","517",""
"Dr510794","S.35","True","Lucybriate","2/21/2023 11:03:00 AM","u20","4","1206.897","936",""
"","S.35","True","","","u 7","1","280.17","520",""
"Dr190672","S.35","True","Lucybriate","1/3/2022 1:06:00 PM","u 7","1","318.9655","522",""
"Dr510721","S.16","True","Sarah","2/24/2023 7:45:00 AM","u 10","183","19764","1062",""
"Dr510988","S.122","True","Lucybriate","7/5/2022 7:35:00 AM","u 6","1","600","873",""
"","S.60193","True","","","u 8","4","5172.414","526","S.93"
"Dr510944","S.60193","True","Rose","1/4/2022 6:48:00 AM","u 8","4","1293.103","533",""
"Dr510766","S.60193","True","Lucybriate","5/25/2022 8:23:00 AM","u 8","4","1077.586","783",""
"","S.60193","True","","","u20","4","1077.586","784","S.93"
"Dr511012","S.103","True","Mary","7/22/2022 10:14:00 AM","u20","4","1293.103","899",""
"Dr510850","S.103","True","Lucybriate","5/27/2022 1:50:00 PM","u 9","20","4482.759","787",""
"Dr510945","S.103","False","Rose","2/3/2022 8:48:00 AM","u 9","20","103448.3","534",""
"Dr510945","S.60166","True","Rose","1/5/2022 1:02:00 PM","u 9","20","5172.414","536",""
"Dr510946","S.35","True","Mugure","1/7/2022 7:09:00 AM","u20","4","1724.138","537",""
"Dr510947","S.6","True","Lucybriate","1/7/2022 12:19:00 PM","u 10","200","14886","538",""
"Dr510947","S.9","True","Lucybriate","1/7/2022 12:19:00 PM","u 10","200","20592","539",""
"Dr510948","S.9","True","Lucybriate","1/7/2022 3:38:00 PM","u 10","200","21379.31","540",""
"Dr510790","S.6","True","Lucybriate","3/23/2022 12:23:00 PM","u 10","200","15948.28","674",""
"Dr510790","S.9","True","Mugure","1/11/2022 6:15:00 AM","u 10","200","20689.65","544",""
"Dr510949","S.6","True","Lucybriate","1/19/2022 1:16:00 PM","u 10","200","15086.21","551",""
"Dr547","S.6","True","Sarah","3/4/2023 6:30:00 AM","u 10","200","17241.38","1116",""
"","S.60233","True","","","u20","1","431.0345","886",""
"","S.99","True","","","u20","5","1250","554",""
"Dr547","S.9","True","Rose","1/21/2022 6:47:00 AM","u 10","200","20689.65","555",""
"Dr510950","S.122","True","Lucybriate","1/21/2022 10:31:00 AM","u 6","1","450","556",""
"Dr510722","S.6","True","Lucybriate","3/25/2022 8:48:00 AM","u 10","200","14655.17","676",""
"Dr510951","S.103","True","Mugure","1/25/2022 9:05:00 AM","u20","4","1293.103","560",""
"","S.132","True","","","u 8","1","0","561","S.93"
"Dr510952","S.103","True","Rose","1/29/2022 8:20:00 AM","u20","4","1034.483","565",""
"Dr510952","S.60185","True","Rose","1/29/2022 8:22:00 AM","u20","4","1120.69","566",""
"Dr510862","S.103","True","Lucybriate","1/31/2022 2:43:00 PM","u 9","20","4482.759","569",""
"Dr369","S.16","True","Sarah","6/29/2022 10:51:00 AM","u 10","183","15775.86","862",""
"Dr480685","S.103","True","Lucybriate","3/3/2023 9:22:00 AM","u 9","20","5172.414","1112",""
"Dr510954","S.122","True","Lucybriate","2/8/2022 2:32:00 PM","u 6","1","500","576",""
"Dr510850","S.35","True","Lucybriate","5/27/2022 1:50:00 PM","u20","4","1034.483","788",""
"Dr510989","S.9","True","Lucybriate","5/30/2022 9:56:00 AM","u 10","200","23500","791",""
"Dr510957","S.122","True","Lucybriate","2/11/2022 6:08:00 AM","u 6","1","1","580",""
"Dr510990","S.9","True","Lucybriate","5/31/2022 4:56:00 PM","u 10","200","22327.59","794",""
"Dr510990","S.7","True","Lucybriate","6/3/2022 2:43:00 PM","u 10","200","17155.17","800",""
"Dr510766","S.143","True","Lucybriate","6/7/2022 6:55:00 AM","u14","1","15000","801",""
"Dr511007","S.103","True","Sarah","6/29/2022 11:07:00 AM","u 9","20","5172.414","863",""
"Dr511008","S.103","True","Sarah","7/1/2022 12:04:00 PM","u20","4","1293.103","866",""
"Dr510894","S.103","True","Rose","2/15/2022 7:40:00 AM","u 9","20","4181.035","587",""
"Dr510958","S.103","True","Lucybriate","2/17/2022 2:05:00 PM","u 9","20","4267.241","590",""
"Dr510958","S.60166","True","Lucybriate","2/17/2022 2:05:00 PM","u 9","20","3491.379","591",""
"Dr510958","S.60185","True","Lucybriate","2/17/2022 2:05:00 PM","u 9","20","5043.104","592",""
"Dr510766","S.103","True","Lucybriate","7/12/2022 10:40:00 AM","u20","4","1034.475","891",""
"Dr510959","S.6","True","Lucybriate","2/17/2022 2:45:00 PM","u 10","200","15517.24","596",""
"Dr510824","S.6","True","Lucybriate","2/18/2022 7:32:00 AM","u 10","200","14655.17","597",""
"Dr510824","S.9","True","Lucybriate","2/18/2022 7:32:00 AM","u 10","200","20689.65","598",""
"Dr510892","S.103","True","Lucybriate","2/22/2022 1:54:00 PM","u 9","20","3800","601",""
"Dr510962","S.9","True","Lucybriate","2/23/2022 10:55:00 AM","u 10","200","20517.24","606",""
"Dr576","S.6","True","Sarah","3/7/2023 5:02:00 AM","u 10","200","17241.38","1138",""
"Dr510758","S.132","True","Rose","2/26/2022 6:58:00 AM","u 8","1","71.03825","610",""
"Dr510993","S.103","True","Lucybriate","6/9/2022 1:26:00 PM","u20","4","1293.103","807",""
"Dr510963","S.122","True","Lucybriate","2/28/2022 12:24:00 PM","u 6","1","700","615",""
"Dr605","S.6","True","Lucybriate","2/28/2022 12:57:00 PM","u 10","200","15517.24","616",""
"Dr510964","S.103","True","Lucybriate","3/1/2022 6:54:00 AM","u 9","20","4741.379","618",""
"","S.16","True","","","u 10","183","14987.07","620","S.122"
"Dr510778","S.9","True","Lucybriate","6/25/2022 9:11:00 AM","u 10","200","26724","847",""
"Dr511009","S.103","True","Lucybriate","7/2/2022 6:35:00 AM","u20","4","1293.103","867",""
"Dr510967","S.103","False","","","u 9","20","112069","629",""
"Dr510967","S.60185","True","Rose","3/2/2022 7:23:00 AM","u 9","20","5431.035","634",""
"Dr510968","S.103","True","Lucybriate","3/2/2022 3:06:00 PM","u20","4","1293.103","635",""
"Dr510969","S.35","True","Rose","3/3/2022 11:06:00 AM","u 9","20","4500","637",""
"Dr593","S.103","True","Lucybriate","3/5/2022 9:32:00 AM","u20","4","1034.483","644",""
"Dr510864","S.9","True","Lucybriate","3/8/2022 3:40:00 PM","u 10","200","20258.62","649",""
"Dr510967","S.35","True","Lucybriate","3/8/2022 7:48:00 AM","u20","4","2629.31","646",""
"Dr510993","S.60166","True","Lucybriate","6/9/2022 1:26:00 PM","u20","4","1034.483","808",""
"Dr510971","S.7","True","Lucybriate","6/24/2022 8:16:00 AM","u 10","200","19396.55","843",""
"Dr510788","S.99","True","Lucybriate","3/11/2022 6:59:00 AM","u 10","200","19396.55","652",""
"Dr605","S.9","True","Lucybriate","3/11/2022 7:42:00 AM","u 10","200","21551.72","653",""
"Dr510994","S.6","True","Mary","6/13/2022 10:18:00 AM","u 10","200","20689.65","810",""
"Dr510843","S.103","True","Lucybriate","3/25/2022 10:17:00 AM","u 9","20","4482.759","677",""
"Dr593","S.60185","True","Rose","3/22/2022 12:42:00 PM","u20","4","2155.172","672",""
"","S.6","True","","","u 7","1","103.4483","811",""
"Dr510780","S.103","True","Lucybriate","2/22/2023 9:46:00 AM","u20","4","1100","969",""
"Dr510815","S.35","True","Mary","3/31/2022 7:30:00 AM","u 9","20","5431.035","696",""
"Dr510975","S.7","True","Rose","4/1/2022 8:30:00 AM","u 10","200","17672.41","697",""
"Dr510772","S.60185","True","Lucybriate","6/15/2022 7:57:00 AM","u20","4","1050","813",""
"Dr510772","S.103","True","Lucybriate","6/15/2022 7:57:00 AM","u20","4","1050","814",""
"Dr387","S.35","True","Mugure","4/1/2022 1:54:00 PM","u20","4","1034.483","702",""
"Dr510772","S.60166","True","Lucybriate","6/15/2022 7:57:00 AM","u20","4","1050","815",""
"Dr510977","S.9","True","Mary","4/5/2022 7:55:00 AM","u 10","200","24568.96","707",""
"Dr510978","S.103","True","Lucybriate","4/7/2022 6:08:00 AM","u 9","20","6034.483","715",""
"Dr510795","S.9","True","Lucybriate","4/6/2022 4:20:00 PM","u 10","200","24070","714",""
"","S.28","True","","","u 6","1","1000","868",""
"Dr510996","S.103","True","Lucybriate","6/16/2022 9:52:00 AM","u20","4","1293.103","818",""
"Dr510881","S.103","True","Lucybriate","4/8/2022 8:08:00 AM","u 9","20","4181.035","720",""
"Dr510979","S.103","False","","","u 9","20","7758.621","727",""
"","S.19","True","","","u 7","1","86.20689","723",""
"Dr510998","S.60166","True","Lucybriate","6/16/2022 1:11:00 PM","u20","4","1034.483","819",""
"Dr510979","S.103","True","Sarah","2/23/2023 2:09:00 PM","u20","4","1336.207","1055",""
"Dr510998","S.103","True","Lucybriate","6/16/2022 1:11:00 PM","u20","4","1293.103","820",""
"Dr510998","S.60185","True","Lucybriate","6/16/2022 1:12:00 PM","u20","4","1551.724","821",""
"Dr510999","S.60166","True","Lucybriate","6/16/2022 1:16:00 PM","u20","4","1034.483","822",""
"Dr511003","S.60166","True","Mugure","6/21/2022 9:47:00 AM","u20","4","689.6552","826",""
"Dr511003","S.60193","True","Mugure","6/21/2022 11:25:00 AM","u20","4","732.7586","830",""
"Dr511003","S.60185","True","Mugure","6/21/2022 11:25:00 AM","u20","4","862.069","831",""
"Dr511003","S.35","True","Mugure","6/21/2022 9:47:00 AM","u20","4","862.069","829",""
"Dr510956","S.7","True","Lucybriate","6/22/2022 11:47:00 AM","u 10","200","18275.86","833",""
"Dr471","S.7","True","Lucybriate","6/23/2022 7:31:00 AM","u 10","200","18500","838",""
"Dr471","S.9","True","Lucybriate","6/23/2022 7:31:00 AM","u 10","200","25500","839",""
"Dr510968","S.35","True","Mary","6/27/2022 10:32:00 AM","u20","4","1200","848",""
"","S.24","True","","","u 8","1","100","849",""
"Dr511005","S.103","True","Sarah","6/28/2022 12:54:00 PM","u 9","20","5431.035","852",""
"Dr511010","S.60233","True","Sarah","7/7/2022 8:39:00 AM","u20","1","431.0345","888",""
"","S.60233","True","","","u20","4","1724.138","890",""
"Dr511010","S.60185","True","Mary","7/5/2022 1:06:00 PM","u20","4","1724.138","878",""
"Dr510897","S.60193","True","Rose","7/6/2022 9:12:00 AM","u 8","4","1200","880",""
"Dr511006","S.150","True","Lucybriate","7/7/2022 7:26:00 AM","u 10","200","21550","881",""
"Dr511006","S.99","True","Lucybriate","7/7/2022 7:26:00 AM","u 10","200","19826","882",""
"","S.143","True","","","u 6","1","146.5517","892",""
"Dr511011","S.60193","True","Lucybriate","7/13/2022 11:03:00 AM","u20","4","1465.517","893",""
"Dr510805","S.103","True","Sarah","2/22/2023 10:02:00 AM","u 9","20","3793.104","975",""
"Dr510805","S.60166","True","Lucybriate","7/13/2022 1:06:00 PM","u 9","20","3879.31","896",""
"Dr510976","S.60185","True","Sarah","2/21/2023 1:00:00 PM","u 9","20","4310.345","947",""
"Dr510922","S.103","True","Sarah","2/25/2023 6:02:00 AM","u20","4","1034.483","1087",""
"Dr511014","S.60193","True","Rose","7/26/2022 8:57:00 AM","u 8","4","1200","904",""
"Dr511015","S.35","True","Rose","7/26/2022 8:53:00 AM","u20","4","1400","903",""
"Dr511014","S.60193","True","Sarah","7/26/2022 9:04:00 AM","u20","4","1200","905",""
"Dr511016","S.103","True","Mary","7/27/2022 12:52:00 PM","u 9","20","4741.379","907",""
"Dr511017","S.103","True","Sarah","7/28/2022 8:17:00 AM","u20","4","1293.103","908",""
"Dr511017","S.60185","True","Sarah","7/28/2022 8:17:00 AM","u20","4","1508.621","909",""
"Dr511019","S.8","True","Sarah","2/24/2023 8:03:00 AM","u 8","1","103.4499","1064",""
"","S.9","True","","","u 7","1","133.6207","912",""
"Dr510778","S.9","True","Lucybriate","2/17/2023 9:46:00 AM","u 7","1","133.62","914",""
"Dr510956","S.6","True","Sarah","2/21/2023 6:54:00 AM","u 10","200","18275.86","917",""
"Dr561","S.6","True","Sarah","2/21/2023 7:14:00 AM","u 10","200","17241.38","919",""
"Dr561","S.16","True","Sarah","2/21/2023 7:21:00 AM","u 10","183","17353.52","921",""
"Dr593","S.60185","True","Lucybriate","2/21/2023 7:59:00 AM","u 9","20","6034.483","926",""
"Dr369","S.9","True","Sarah","2/21/2023 9:49:00 AM","u 10","200","29310.35","934",""
"Dr510832","S.35","True","Lucybriate","3/8/2023 8:12:00 AM","u 9","20","6206.896","1139",""
"Dr511022","S.103","True","Sarah","2/22/2023 11:45:00 AM","u20","4","1724.138","976",""
"Dr510780","S.103","True","Lucybriate","3/6/2023 10:31:00 AM","u 9","20","1400","1129",""
"Dr510780","S.60166","True","Lucybriate","2/22/2023 6:57:00 AM","u 9","20","1400","954",""
"Dr423","S.6","True","Sarah","2/22/2023 11:59:00 AM","u 10","200","17931.04","977",""
"Dr511023","S.60185","True","Sarah","2/22/2023 12:14:00 PM","u20","4","1724.138","978",""
"Dr510789","S.150","True","Sarah","2/24/2023 6:37:00 AM","u 10","200","23275.86","1060",""
"Dr510789","S.9","True","Sarah","2/24/2023 6:37:00 AM","u 10","200","27586.21","1059",""
"Dr510732","S.6","True","Sarah","2/23/2023 5:28:00 AM","u 10","200","19396.55","983",""
"Dr511024","S.60185","True","Sarah","2/23/2023 5:44:00 AM","u 9","20","6465.517","984",""
"Dr511025","S.35","True","Sarah","2/23/2023 6:01:00 AM","u20","4","1551.724","986",""
"Dr511026","S.60166","True","Mary","2/23/2023 6:20:00 AM","u20","4","1336.207","987",""
"Dr511026","S.103","True","Mary","2/23/2023 6:24:00 AM","u20","4","1336.207","988",""
"Dr511028","S.103","True","Mary","2/23/2023 9:12:00 AM","u20","4","1206.897","1017",""
"Dr511029","S.60185","True","Sarah","2/23/2023 6:38:00 AM","u20","4","1551.724","991",""
"Dr511030","S.6","True","Sarah","2/23/2023 6:48:00 AM","u 10","200","18535","992",""
"Dr510908","S.60166","True","Sarah","2/23/2023 6:53:00 AM","u 9","20","4137.931","995",""
"","S.60253","True","","","u 6","1","200","996",""
"","S.60254","True","","","u 6","1","500","1000",""
"","S.60255","True","","","u 6","1","800","998",""
"Dr511032","S.60254","True","Sarah","2/23/2023 7:09:00 AM","u 6","1","500","1001",""
"Dr511033","S.103","True","Sarah","2/23/2023 7:11:00 AM","u20","4","948.2759","1004",""
"Dr510841","S.95","True","Mary","2/23/2023 7:18:00 AM","u 9","20","10775.86","1006",""
"Dr510841","S.103","True","Sarah","2/23/2023 1:04:00 PM","u 9","20","4310.345","1049",""
"Dr511034","S.6","True","Sarah","2/23/2023 7:45:00 AM","u 10","200","17241.38","1007",""
"Dr511035","S.60185","True","Sarah","2/23/2023 8:18:00 AM","u 9","20","5172.414","1009",""
"Dr511036","S.35","True","Sarah","2/23/2023 8:34:00 AM","u20","4","4","1011",""
"Dr511036","S.60166","True","Sarah","2/23/2023 8:34:00 AM","u20","4","4","1012",""
"Dr511038","S.103","True","Mary","2/23/2023 8:36:00 AM","u20","4","1293.103","1013",""
"Dr511038","S.60166","True","Mary","2/23/2023 8:36:00 AM","u20","4","1034.483","1014",""
"Dr511037","S.122","True","Lucybriate","2/23/2023 8:44:00 AM","u 6","1","500","1015",""
"Dr511039","S.60166","True","Sarah","2/23/2023 8:51:00 AM","u 10","200","36854.02","1016",""
"","S.103","True","","","u 10","200","45400","1018",""
"","S.60166","True","","","u 9","20","4913.79","1019",""
"Dr511039","S.60166","True","Sarah","2/23/2023 9:43:00 AM","u 9","20","4913.79","1021",""
"Dr511040","S.103","True","Mary","2/23/2023 9:30:00 AM","u 9","20","4310.345","1022",""
"Dr511040","S.103","True","Mary","2/23/2023 9:30:00 AM","u20","4","991.3793","1023",""
"Dr511040","S.60166","True","Mary","2/23/2023 9:30:00 AM","u20","4","948.2759","1024",""
"Dr511040","S.60166","True","Mary","2/23/2023 9:31:00 AM","u 9","20","4310.345","1025",""
"Dr511041","S.6","True","Sarah","2/23/2023 9:43:00 AM","u 10","200","20800","1026",""
"Dr511041","S.16","True","Sarah","2/24/2023 7:57:00 AM","u 10","183","17353.45","1063",""
"Dr511038","S.103","True","Mary","2/23/2023 10:20:00 AM","u 9","20","4741.379","1029",""
"Dr511042","S.103","True","Sarah","2/23/2023 10:22:00 AM","u 9","20","4310.345","1030",""
"Dr511043","S.35","True","Sarah","2/24/2023 9:16:00 AM","u20","4","1896.552","1072",""
"Dr511043","S.143","True","Sarah","2/23/2023 10:41:00 AM","u 6","1","172.4138","1032",""
"Dr511044","S.60185","True","Sarah","2/23/2023 10:53:00 AM","u 9","20","5172.414","1033",""
"Dr511045","S.103","True","Sarah","2/23/2023 11:01:00 AM","u 9","20","5172.414","1034",""
"Dr511045","S.35","True","Sarah","2/23/2023 11:07:00 AM","u 9","20","8620.689","1035",""
"Dr511046","S.103","True","Sarah","3/4/2023 9:31:00 AM","u 9","20","4612.069","1117",""
"Dr511046","S.60185","True","Sarah","3/4/2023 9:31:00 AM","u 9","20","4784.483","1118",""
"","S.41","True","","","u 8","1","400","1038",""
"","S.41","True","","","u 6","1","400","1039",""
"Dr290678","S.41","True","Sarah","2/23/2023 11:26:00 AM","u 8","1","400","1040",""
"","S.60210","True","","","u 6","1","400","1041",""
"Dr290678","S.60210","True","Sarah","2/23/2023 11:36:00 AM","u 6","1","400","1043",""
"Dr511047","S.103","True","Sarah","2/23/2023 12:06:00 PM","u20","4","1724.138","1044",""
"Dr511048","S.6","True","Sarah","2/23/2023 12:23:00 PM","u 10","200","19827.59","1045",""
"Dr510915","S.6","True","Sarah","2/23/2023 12:43:00 PM","u 10","200","17241.38","1047",""
"Dr511049","S.60185","True","Sarah","2/23/2023 12:49:00 PM","u 9","20","4310.345","1048",""
"Dr510841","S.60166","True","Sarah","2/23/2023 1:04:00 PM","u 9","20","4310.345","1050",""
"Dr511050","S.35","True","Sarah","2/23/2023 1:14:00 PM","u20","4","2844.828","1051",""
"Dr511051","S.9","True","Sarah","2/23/2023 1:21:00 PM","u 10","200","28448.28","1052",""
"Dr511052","S.35","True","Sarah","2/23/2023 1:50:00 PM","u 9","20","6896.552","1054",""
"Dr511053","S.103","True","Sarah","2/23/2023 2:19:00 PM","u 9","20","5603.448","1057",""
"Dr511054","S.35","True","Mary","2/24/2023 6:14:00 AM","u20","4","1551.724","1058",""
"Dr511055","S.103","True","Sarah","2/24/2023 8:17:00 AM","u 9","20","3448.276","1065",""
"Dr511056","S.6","True","Sarah","2/24/2023 8:29:00 AM","u 10","200","17672.41","1066",""
"Dr510908","S.103","True","Mary","2/24/2023 9:03:00 AM","u20","4","1034.483","1067",""
"Dr510841","S.103","True","Sarah","2/24/2023 9:04:00 AM","u20","4","948.2759","1068",""
"Dr510841","S.60166","True","Sarah","2/24/2023 9:04:00 AM","u20","4","948.2759","1069",""
"Dr511057","S.103","True","Mary","2/24/2023 9:11:00 AM","u20","4","1120.69","1070",""
"Dr511057","S.60166","True","Mary","2/24/2023 9:11:00 AM","u20","4","1120.69","1071",""
"Dr511043","S.103","True","Sarah","2/24/2023 9:16:00 AM","u 9","20","5172.414","1073",""
"Dr511058","S.60166","True","Mary","2/24/2023 9:46:00 AM","u20","4","1120.69","1079",""
"Dr511060","S.103","True","Mary","2/24/2023 10:18:00 AM","u20","4","1120.69","1080",""
"Dr511061","S.60185","True","Mary","2/24/2023 10:37:00 AM","u20","4","1379.31","1081",""
"Dr511062","S.103","True","Mary","2/24/2023 11:00:00 AM","u20","4","1120.69","1082",""
"Dr511063","S.103","True","Sarah","2/25/2023 7:04:00 AM","u20","4","991.3793","1093",""
"Dr511063","S.60166","True","Sarah","2/25/2023 7:04:00 AM","u20","4","991.3793","1094",""
"Dr511064","S.103","True","Mary","2/24/2023 11:52:00 AM","u20","4","1293.103","1085",""
"Dr511065","S.16","True","Mary","2/24/2023 1:16:00 PM","u 10","183","16406.9","1086",""
"Dr510922","S.60166","True","Sarah","2/25/2023 6:02:00 AM","u20","4","905.1724","1088",""
"Dr511063","S.103","True","Sarah","2/25/2023 7:04:00 AM","u20","1","258.6207","1091",""
"Dr511063","S.103","True","Sarah","2/25/2023 7:04:00 AM","u 9","20","4482.759","1092",""
"Dr511066","S.28","True","Mary","2/27/2023 9:26:00 AM","u 6","1","1000","1095",""
"","S.10","True","","","u 10","200","28448.28","1098",""
"Dr510966","S.10","True","Sarah","3/3/2023 5:59:00 AM","u 10","200","28448.28","1099",""
"Dr511069","S.60185","True","Sarah","3/3/2023 6:29:00 AM","u 9","20","5775.862","1101",""
"Dr511070","S.103","True","Sarah","3/3/2023 7:01:00 AM","u 9","20","5000","1104",""
"Dr511071","S.16","True","Sarah","3/3/2023 7:18:00 AM","u 10","183","19404.31","1105",""
"Dr511072","S.16","True","Lucybriate","3/3/2023 8:19:00 AM","u 10","183","18142.24","1109",""
"Dr510889","S.103","True","Lucybriate","3/3/2023 8:57:00 AM","u20","4","1034.483","1111",""
"Dr511062","S.103","True","Lucybriate","3/6/2023 6:51:00 AM","u 9","20","4741.379","1120",""
"Dr511049","S.103","True","Lucybriate","3/6/2023 8:12:00 AM","u 9","20","4310.345","1121",""
"Dr511068","S.103","True","Lucybriate","3/6/2023 9:00:00 AM","u 9","20","4482.759","1122",""
"Dr511068","S.60166","True","Lucybriate","3/6/2023 9:00:00 AM","u 9","20","4482.759","1123",""
"Dr511068","S.103","True","Lucybriate","3/6/2023 9:00:00 AM","u20","4","991.3793","1124",""
"Dr511068","S.60166","True","Lucybriate","3/6/2023 9:00:00 AM","u20","4","991.3793","1125",""
"Dr511068","S.60193","True","Lucybriate","3/6/2023 9:00:00 AM","u20","4","1034.483","1126",""
"Dr511068","S.60185","True","Lucybriate","3/6/2023 9:00:00 AM","u20","4","1163.793","1127",""
"Dr510780","S.60185","True","Lucybriate","3/6/2023 10:31:00 AM","u 9","20","1400","1130",""
"Dr510741","S.150","True","Lucybriate","3/6/2023 1:34:00 PM","u 10","200","23275.86","1134",""
"","S.89","True","","","u 10","183","17668.96","1136",""
"Dr511074","S.89","True","Sarah","3/6/2023 2:04:00 PM","u 10","183","17668.96","1137",""
"Dr511027","S.150","True","Lucybriate","3/8/2023 12:17:00 PM","u 10","200","25862.07","1140",""
